customer_id,total_spent,transaction_count,avg_transaction,response,customer_segment
CS2087,1063,15,70.86666666666666,0.0,Medium Value
CS2088,612,9,68.0,0.0,Medium Value
CS2089,1598,22,72.63636363636364,0.0,Medium Value
CS2090,939,13,72.23076923076923,0.0,Medium Value
CS2091,1783,24,74.29166666666667,0.0,Medium Value
CS2092,1387,19,73.0,0.0,Medium Value
CS2093,1298,20,64.9,0.0,Medium Value
CS2094,1406,21,66.95238095238095,0.0,Medium Value
CS2095,1931,27,71.51851851851852,0.0,Medium Value
CS2096,1136,16,71.0,0.0,Medium Value
CS2097,1031,15,68.73333333333333,0.0,Medium Value
CS2098,1760,24,73.33333333333333,0.0,Medium Value
CS2099,1034,14,73.85714285714286,0.0,Medium Value
CS2100,1227,18,68.16666666666667,0.0,Medium Value
CS2101,1194,19,62.8421052631579,1.0,Medium Value
CS2102,1356,19,71.36842105263158,1.0,Medium Value
CS2103,1269,17,74.6470588235294,0.0,Medium Value
CS2104,1726,25,69.04,0.0,Medium Value
CS2105,963,15,64.2,0.0,Medium Value
CS2106,1271,17,74.76470588235294,0.0,Medium Value
CS2107,1047,14,74.78571428571429,0.0,Medium Value
CS2108,1106,16,69.125,0.0,Medium Value
CS2109,1836,26,70.61538461538461,0.0,Medium Value
CS2110,1098,17,64.58823529411765,0.0,Medium Value
CS2111,1518,21,72.28571428571429,0.0,Medium Value
CS2112,1344,19,70.73684210526316,0.0,Medium Value
CS2113,1892,27,70.07407407407408,1.0,Medium Value
CS2114,1050,16,65.625,0.0,Medium Value
CS2115,1807,24,75.29166666666667,0.0,Medium Value
CS2116,1744,27,64.5925925925926,0.0,Medium Value
CS2117,2020,30,67.33333333333333,0.0,High Value
CS2118,1079,16,67.4375,0.0,Medium Value
CS2119,1775,24,73.95833333333333,0.0,Medium Value
CS2120,948,15,63.2,0.0,Medium Value
CS2121,1205,18,66.94444444444444,0.0,Medium Value
CS2122,1648,23,71.65217391304348,0.0,Medium Value
CS2123,1547,21,73.66666666666667,0.0,Medium Value
CS2124,1027,15,68.46666666666667,0.0,Medium Value
CS2125,1368,19,72.0,0.0,Medium Value
CS2126,1093,15,72.86666666666666,0.0,Medium Value
CS2127,2072,29,71.44827586206897,0.0,High Value
CS2128,1766,27,65.4074074074074,0.0,Medium Value
CS2129,1395,21,66.42857142857143,0.0,Medium Value
CS2130,1853,26,71.26923076923077,1.0,Medium Value
CS2131,885,12,73.75,0.0,Medium Value
CS2132,973,14,69.5,1.0,Medium Value
CS2133,902,14,64.42857142857143,0.0,Medium Value
CS2134,1238,19,65.15789473684211,0.0,Medium Value
CS2135,2036,27,75.4074074074074,0.0,High Value
CS2136,861,13,66.23076923076923,0.0,Medium Value
CS2137,1686,25,67.44,0.0,Medium Value
CS2138,1710,23,74.34782608695652,0.0,Medium Value
CS2139,1608,21,76.57142857142857,0.0,Medium Value
CS2140,1978,27,73.25925925925925,0.0,Medium Value
CS2141,1080,17,63.529411764705884,0.0,Medium Value
CS2142,1733,23,75.34782608695652,0.0,Medium Value
CS2143,1187,15,79.13333333333334,0.0,Medium Value
CS2144,597,10,59.7,0.0,Medium Value
CS2145,1379,20,68.95,0.0,Medium Value
CS2146,1433,22,65.13636363636364,0.0,Medium Value
CS2147,853,14,60.92857142857143,0.0,Medium Value
CS2148,1495,22,67.95454545454545,1.0,Medium Value
CS2149,1586,23,68.95652173913044,0.0,Medium Value
CS2150,1089,18,60.5,0.0,Medium Value
CS2151,1153,16,72.0625,0.0,Medium Value
CS2152,928,13,71.38461538461539,0.0,Medium Value
CS2153,1550,21,73.80952380952381,0.0,Medium Value
CS2154,1279,18,71.05555555555556,0.0,Medium Value
CS2155,1087,16,67.9375,0.0,Medium Value
CS2156,941,15,62.733333333333334,0.0,Medium Value
CS2157,1449,18,80.5,0.0,Medium Value
CS2158,1305,18,72.5,0.0,Medium Value
CS2159,1223,19,64.36842105263158,0.0,Medium Value
CS2160,614,11,55.81818181818182,0.0,Medium Value
CS2161,1182,18,65.66666666666667,1.0,Medium Value
CS2162,1263,18,70.16666666666667,0.0,Medium Value
CS2163,924,14,66.0,1.0,Medium Value
CS2164,1184,17,69.6470588235294,0.0,Medium Value
CS2165,914,14,65.28571428571429,0.0,Medium Value
CS2166,1351,19,71.10526315789474,0.0,Medium Value
CS2167,1739,24,72.45833333333333,0.0,Medium Value
CS2168,1370,19,72.10526315789474,0.0,Medium Value
CS2169,626,8,78.25,0.0,Medium Value
CS2170,1425,19,75.0,0.0,Medium Value
CS2171,1071,16,66.9375,0.0,Medium Value
CS2172,1490,20,74.5,0.0,Medium Value
CS2173,1143,18,63.5,0.0,Medium Value
CS2174,1735,23,75.43478260869566,0.0,Medium Value
CS2175,1611,23,70.04347826086956,1.0,Medium Value
CS2176,1425,21,67.85714285714286,0.0,Medium Value
CS2177,1321,19,69.52631578947368,1.0,Medium Value
CS2178,1854,26,71.3076923076923,0.0,Medium Value
CS2179,1991,30,66.36666666666666,0.0,Medium Value
CS2180,1685,23,73.26086956521739,0.0,Medium Value
CS2181,1159,15,77.26666666666667,0.0,Medium Value
CS2182,1883,26,72.42307692307692,1.0,Medium Value
CS2183,855,13,65.76923076923077,0.0,Medium Value
CS2184,1259,20,62.95,0.0,Medium Value
CS2185,988,15,65.86666666666666,0.0,Medium Value
CS2186,1437,20,71.85,0.0,Medium Value
CS2187,1856,24,77.33333333333333,0.0,Medium Value
CS2188,1128,19,59.36842105263158,0.0,Medium Value
CS2189,1514,21,72.0952380952381,0.0,Medium Value
CS2190,1621,23,70.47826086956522,1.0,Medium Value
CS2191,1466,22,66.63636363636364,0.0,Medium Value
CS2192,1086,14,77.57142857142857,0.0,Medium Value
CS2193,1138,16,71.125,0.0,Medium Value
CS2194,1803,24,75.125,0.0,Medium Value
CS2195,1758,24,73.25,0.0,Medium Value
CS2196,1156,14,82.57142857142857,0.0,Medium Value
CS2197,1496,21,71.23809523809524,0.0,Medium Value
CS2198,1685,24,70.20833333333333,0.0,Medium Value
CS2199,1720,28,61.42857142857143,0.0,Medium Value
CS2200,1330,19,70.0,0.0,Medium Value
CS2201,1248,18,69.33333333333333,0.0,Medium Value
CS2202,1743,26,67.03846153846153,0.0,Medium Value
CS2203,1016,16,63.5,0.0,Medium Value
CS2204,1292,18,71.77777777777777,0.0,Medium Value
CS2205,1843,28,65.82142857142857,0.0,Medium Value
CS2206,1291,18,71.72222222222223,0.0,Medium Value
CS2207,1818,26,69.92307692307692,0.0,Medium Value
CS2208,1782,28,63.642857142857146,0.0,Medium Value
CS2209,949,15,63.266666666666666,0.0,Medium Value
CS2210,1415,20,70.75,0.0,Medium Value
CS2211,834,11,75.81818181818181,0.0,Medium Value
CS2212,1152,17,67.76470588235294,0.0,Medium Value
CS2213,1540,24,64.16666666666667,0.0,Medium Value
CS2214,1440,21,68.57142857142857,0.0,Medium Value
CS2215,1865,25,74.6,0.0,Medium Value
CS2216,1486,22,67.54545454545455,1.0,Medium Value
CS2217,1290,17,75.88235294117646,0.0,Medium Value
CS2218,1157,17,68.05882352941177,0.0,Medium Value
CS2219,1038,17,61.05882352941177,0.0,Medium Value
CS2220,1970,27,72.96296296296296,0.0,Medium Value
CS2221,1183,18,65.72222222222223,0.0,Medium Value
CS2222,949,14,67.78571428571429,0.0,Medium Value
CS2223,1868,27,69.18518518518519,0.0,Medium Value
CS2224,1073,14,76.64285714285714,0.0,Medium Value
CS2225,1411,20,70.55,0.0,Medium Value
CS2226,1270,17,74.70588235294117,0.0,Medium Value
CS2227,1288,21,61.333333333333336,1.0,Medium Value
CS2228,1315,19,69.21052631578948,0.0,Medium Value
CS2229,1810,23,78.69565217391305,1.0,Medium Value
CS2230,1600,24,66.66666666666667,0.0,Medium Value
CS2231,1389,18,77.16666666666667,0.0,Medium Value
CS2232,1243,22,56.5,0.0,Medium Value
CS2233,1847,23,80.30434782608695,0.0,Medium Value
CS2234,808,10,80.8,0.0,Medium Value
CS2235,1228,17,72.23529411764706,0.0,Medium Value
CS2236,1547,25,61.88,0.0,Medium Value
CS2237,1882,26,72.38461538461539,0.0,Medium Value
CS2238,1156,15,77.06666666666666,0.0,Medium Value
CS2239,1197,19,63.0,0.0,Medium Value
CS2240,973,13,74.84615384615384,0.0,Medium Value
CS2241,1540,21,73.33333333333333,0.0,Medium Value
CS2242,1236,17,72.70588235294117,0.0,Medium Value
CS2243,969,14,69.21428571428571,0.0,Medium Value
CS2244,1587,21,75.57142857142857,1.0,Medium Value
CS2245,1406,20,70.3,0.0,Medium Value
CS2246,1710,23,74.34782608695652,0.0,Medium Value
CS2247,1138,17,66.94117647058823,1.0,Medium Value
CS2248,1092,16,68.25,0.0,Medium Value
CS2249,1635,23,71.08695652173913,0.0,Medium Value
CS2250,1318,18,73.22222222222223,0.0,Medium Value
CS2251,1745,25,69.8,0.0,Medium Value
CS2252,2120,31,68.38709677419355,0.0,High Value
CS2253,1262,17,74.23529411764706,0.0,Medium Value
CS2254,1331,21,63.38095238095238,1.0,Medium Value
CS2255,1222,17,71.88235294117646,0.0,Medium Value
CS2256,1337,19,70.36842105263158,0.0,Medium Value
CS2257,1757,23,76.3913043478261,0.0,Medium Value
CS2258,1244,18,69.11111111111111,1.0,Medium Value
CS2259,1245,17,73.23529411764706,1.0,Medium Value
CS2260,1126,18,62.55555555555556,0.0,Medium Value
CS2261,1183,18,65.72222222222223,0.0,Medium Value
CS2262,1334,18,74.11111111111111,0.0,Medium Value
CS2263,2019,27,74.77777777777777,0.0,High Value
CS2264,1627,21,77.47619047619048,0.0,Medium Value
CS2265,910,15,60.666666666666664,0.0,Medium Value
CS2266,1043,16,65.1875,0.0,Medium Value
CS2267,1267,17,74.52941176470588,1.0,Medium Value
CS2268,1470,19,77.36842105263158,0.0,Medium Value
CS2269,1623,26,62.42307692307692,0.0,Medium Value
CS2270,1121,15,74.73333333333333,0.0,Medium Value
CS2271,1619,23,70.3913043478261,0.0,Medium Value
CS2272,1144,17,67.29411764705883,0.0,Medium Value
CS2273,1935,25,77.4,0.0,Medium Value
CS2274,1124,18,62.44444444444444,0.0,Medium Value
CS2275,1063,15,70.86666666666666,0.0,Medium Value
CS2276,1071,14,76.5,1.0,Medium Value
CS2277,1682,24,70.08333333333333,0.0,Medium Value
CS2278,826,14,59.0,0.0,Medium Value
CS2279,1546,22,70.27272727272727,0.0,Medium Value
CS2280,1569,24,65.375,0.0,Medium Value
CS2281,1498,19,78.84210526315789,0.0,Medium Value
CS2282,1452,21,69.14285714285714,0.0,Medium Value
CS2283,1552,22,70.54545454545455,0.0,Medium Value
CS2284,2179,29,75.13793103448276,0.0,High Value
CS2285,2022,29,69.72413793103448,0.0,High Value
CS2286,1088,15,72.53333333333333,1.0,Medium Value
CS2287,1170,17,68.82352941176471,0.0,Medium Value
CS2288,1254,19,66.0,1.0,Medium Value
CS2289,1311,20,65.55,0.0,Medium Value
CS2290,1823,26,70.11538461538461,0.0,Medium Value
CS2291,1424,20,71.2,0.0,Medium Value
CS2292,1582,23,68.78260869565217,1.0,Medium Value
CS2293,1513,22,68.77272727272727,0.0,Medium Value
CS2294,1615,22,73.4090909090909,0.0,Medium Value
CS2295,1450,21,69.04761904761905,0.0,Medium Value
CS2296,1876,25,75.04,0.0,Medium Value
CS2297,1447,19,76.15789473684211,0.0,Medium Value
CS2298,1568,21,74.66666666666667,1.0,Medium Value
CS2299,1982,29,68.34482758620689,0.0,Medium Value
CS2300,1648,23,71.65217391304348,0.0,Medium Value
CS2301,968,14,69.14285714285714,0.0,Medium Value
CS2302,1585,23,68.91304347826087,0.0,Medium Value
CS2303,1673,24,69.70833333333333,0.0,Medium Value
CS2304,1214,16,75.875,0.0,Medium Value
CS2305,1717,24,71.54166666666667,0.0,Medium Value
CS2306,1454,21,69.23809523809524,0.0,Medium Value
CS2307,1207,16,75.4375,0.0,Medium Value
CS2308,1542,22,70.0909090909091,0.0,Medium Value
CS2309,1472,22,66.9090909090909,0.0,Medium Value
CS2310,2035,28,72.67857142857143,0.0,High Value
CS2311,1321,18,73.38888888888889,1.0,Medium Value
CS2312,1769,26,68.03846153846153,0.0,Medium Value
CS2313,1507,22,68.5,0.0,Medium Value
CS2314,982,16,61.375,0.0,Medium Value
CS2315,1022,16,63.875,0.0,Medium Value
CS2316,2330,33,70.60606060606061,0.0,High Value
CS2317,1403,21,66.80952380952381,0.0,Medium Value
CS2318,1305,17,76.76470588235294,1.0,Medium Value
CS2319,1253,18,69.61111111111111,0.0,Medium Value
CS2320,1379,19,72.57894736842105,0.0,Medium Value
CS2321,1560,20,78.0,0.0,Medium Value
CS2322,1360,18,75.55555555555556,0.0,Medium Value
CS2323,1661,22,75.5,0.0,Medium Value
CS2324,898,13,69.07692307692308,0.0,Medium Value
CS2325,1222,18,67.88888888888889,0.0,Medium Value
CS2326,681,11,61.90909090909091,0.0,Medium Value
CS2327,1841,26,70.8076923076923,0.0,Medium Value
CS2328,1868,27,69.18518518518519,0.0,Medium Value
CS2329,1531,21,72.9047619047619,0.0,Medium Value
CS2330,1458,19,76.73684210526316,0.0,Medium Value
CS2331,1831,26,70.42307692307692,1.0,Medium Value
CS2332,909,16,56.8125,0.0,Medium Value
CS2333,1822,24,75.91666666666667,0.0,Medium Value
CS2334,1202,17,70.70588235294117,0.0,Medium Value
CS2335,1112,18,61.77777777777778,0.0,Medium Value
CS2336,1678,22,76.27272727272727,0.0,Medium Value
CS2337,1454,21,69.23809523809524,0.0,Medium Value
CS2338,2073,27,76.77777777777777,0.0,High Value
CS2339,862,13,66.3076923076923,0.0,Medium Value
CS2340,1487,21,70.80952380952381,0.0,Medium Value
CS2341,1668,24,69.5,1.0,Medium Value
CS2342,1165,17,68.52941176470588,0.0,Medium Value
CS2343,1330,18,73.88888888888889,0.0,Medium Value
CS2344,1660,23,72.17391304347827,0.0,Medium Value
CS2345,2051,29,70.72413793103448,0.0,High Value
CS2346,1817,28,64.89285714285714,0.0,Medium Value
CS2347,1267,18,70.38888888888889,0.0,Medium Value
CS2348,1598,25,63.92,0.0,Medium Value
CS2349,1421,20,71.05,0.0,Medium Value
CS2350,1584,23,68.8695652173913,1.0,Medium Value
CS2351,1679,23,73.0,0.0,Medium Value
CS2352,1539,20,76.95,1.0,Medium Value
CS2353,1114,16,69.625,0.0,Medium Value
CS2354,1682,23,73.1304347826087,0.0,Medium Value
CS2355,1458,20,72.9,0.0,Medium Value
CS2356,1335,20,66.75,0.0,Medium Value
CS2357,1753,24,73.04166666666667,0.0,Medium Value
CS2358,1105,15,73.66666666666667,0.0,Medium Value
CS2359,1770,24,73.75,1.0,Medium Value
CS2360,881,13,67.76923076923077,0.0,Medium Value
CS2361,2193,30,73.1,0.0,High Value
CS2362,1505,21,71.66666666666667,1.0,Medium Value
CS2363,1550,24,64.58333333333333,0.0,Medium Value
CS2364,1866,25,74.64,0.0,Medium Value
CS2365,994,15,66.26666666666667,0.0,Medium Value
CS2366,1156,18,64.22222222222223,0.0,Medium Value
CS2367,1208,19,63.578947368421055,0.0,Medium Value
CS2368,1859,27,68.85185185185185,0.0,Medium Value
CS2369,1736,24,72.33333333333333,0.0,Medium Value
CS2370,1420,21,67.61904761904762,0.0,Medium Value
CS2371,1455,22,66.13636363636364,0.0,Medium Value
CS2372,1569,22,71.31818181818181,0.0,Medium Value
CS2373,1728,26,66.46153846153847,0.0,Medium Value
CS2374,1340,20,67.0,1.0,Medium Value
CS2375,1627,21,77.47619047619048,0.0,Medium Value
CS2376,656,10,65.6,0.0,Medium Value
CS2377,1763,24,73.45833333333333,0.0,Medium Value
CS2378,1680,25,67.2,0.0,Medium Value
CS2379,1225,16,76.5625,0.0,Medium Value
CS2380,717,9,79.66666666666667,0.0,Medium Value
CS2381,1292,19,68.0,0.0,Medium Value
CS2382,1247,17,73.3529411764706,0.0,Medium Value
CS2383,1227,20,61.35,0.0,Medium Value
CS2384,1323,21,63.0,0.0,Medium Value
CS2385,1299,18,72.16666666666667,1.0,Medium Value
CS2386,1552,21,73.9047619047619,1.0,Medium Value
CS2387,1758,24,73.25,0.0,Medium Value
CS2388,1445,21,68.80952380952381,0.0,Medium Value
CS2389,1613,20,80.65,1.0,Medium Value
CS2390,736,10,73.6,0.0,Medium Value
CS2391,1768,25,70.72,0.0,Medium Value
CS2392,1288,18,71.55555555555556,0.0,Medium Value
CS2393,1283,20,64.15,0.0,Medium Value
CS2394,1378,18,76.55555555555556,0.0,Medium Value
CS2395,1498,22,68.0909090909091,0.0,Medium Value
CS2396,796,11,72.36363636363636,0.0,Medium Value
CS2397,1513,23,65.78260869565217,0.0,Medium Value
CS2398,1338,18,74.33333333333333,0.0,Medium Value
CS2399,1777,25,71.08,0.0,Medium Value
CS2400,1082,16,67.625,0.0,Medium Value
CS2401,1010,15,67.33333333333333,0.0,Medium Value
CS2402,1063,13,81.76923076923077,0.0,Medium Value
CS2403,1640,24,68.33333333333333,1.0,Medium Value
CS2404,1641,23,71.34782608695652,1.0,Medium Value
CS2405,834,12,69.5,0.0,Medium Value
CS2406,1052,15,70.13333333333334,0.0,Medium Value
CS2407,1732,25,69.28,1.0,Medium Value
CS2408,687,11,62.45454545454545,0.0,Medium Value
CS2409,989,15,65.93333333333334,0.0,Medium Value
CS2410,847,13,65.15384615384616,0.0,Medium Value
CS2411,1527,21,72.71428571428571,0.0,Medium Value
CS2412,1084,16,67.75,0.0,Medium Value
CS2413,1074,15,71.6,0.0,Medium Value
CS2414,1492,19,78.52631578947368,1.0,Medium Value
CS2415,1821,25,72.84,0.0,Medium Value
CS2416,1353,20,67.65,0.0,Medium Value
CS2417,1235,18,68.61111111111111,0.0,Medium Value
CS2418,951,15,63.4,0.0,Medium Value
CS2419,1676,22,76.18181818181819,0.0,Medium Value
CS2420,1470,22,66.81818181818181,0.0,Medium Value
CS2421,2054,28,73.35714285714286,0.0,High Value
CS2422,1435,20,71.75,0.0,Medium Value
CS2423,1333,20,66.65,0.0,Medium Value
CS2424,1536,20,76.8,0.0,Medium Value
CS2425,1647,23,71.6086956521739,0.0,Medium Value
CS2426,1288,18,71.55555555555556,0.0,Medium Value
CS2427,1122,15,74.8,0.0,Medium Value
CS2428,1446,20,72.3,0.0,Medium Value
CS2429,1816,25,72.64,0.0,Medium Value
CS2430,1756,27,65.03703703703704,0.0,Medium Value
CS2431,981,14,70.07142857142857,0.0,Medium Value
CS2432,1493,19,78.57894736842105,0.0,Medium Value
CS2433,1928,30,64.26666666666667,0.0,Medium Value
CS2434,1746,26,67.15384615384616,1.0,Medium Value
CS2435,1056,16,66.0,0.0,Medium Value
CS2436,1607,22,73.04545454545455,0.0,Medium Value
CS2437,1611,21,76.71428571428571,0.0,Medium Value
CS2438,1423,22,64.68181818181819,1.0,Medium Value
CS2439,1618,23,70.34782608695652,0.0,Medium Value
CS2440,809,11,73.54545454545455,0.0,Medium Value
CS2441,1513,23,65.78260869565217,1.0,Medium Value
CS2442,1869,28,66.75,0.0,Medium Value
CS2443,1246,19,65.57894736842105,0.0,Medium Value
CS2444,938,15,62.53333333333333,0.0,Medium Value
CS2445,1135,19,59.73684210526316,0.0,Medium Value
CS2446,701,10,70.1,0.0,Medium Value
CS2447,1329,17,78.17647058823529,0.0,Medium Value
CS2448,1373,21,65.38095238095238,0.0,Medium Value
CS2449,1166,16,72.875,0.0,Medium Value
CS2450,1238,16,77.375,0.0,Medium Value
CS2451,1169,16,73.0625,0.0,Medium Value
CS2452,1291,20,64.55,0.0,Medium Value
CS2453,1374,19,72.3157894736842,0.0,Medium Value
CS2454,1643,23,71.43478260869566,0.0,Medium Value
CS2455,1520,24,63.333333333333336,1.0,Medium Value
CS2456,1219,17,71.70588235294117,0.0,Medium Value
CS2457,1572,24,65.5,1.0,Medium Value
CS2458,1038,16,64.875,0.0,Medium Value
CS2459,1968,27,72.88888888888889,1.0,Medium Value
CS2460,1527,23,66.3913043478261,0.0,Medium Value
CS2461,1355,22,61.59090909090909,0.0,Medium Value
CS2462,1431,20,71.55,0.0,Medium Value
CS2463,1131,17,66.52941176470588,0.0,Medium Value
CS2464,1243,18,69.05555555555556,0.0,Medium Value
CS2465,1456,20,72.8,0.0,Medium Value
CS2466,1030,16,64.375,0.0,Medium Value
CS2467,814,13,62.61538461538461,0.0,Medium Value
CS2468,1892,25,75.68,0.0,Medium Value
CS2469,1322,20,66.1,0.0,Medium Value
CS2470,1216,15,81.06666666666666,0.0,Medium Value
CS2471,1218,18,67.66666666666667,0.0,Medium Value
CS2472,1231,19,64.78947368421052,0.0,Medium Value
CS2473,1429,19,75.21052631578948,0.0,Medium Value
CS2474,1070,17,62.94117647058823,0.0,Medium Value
CS2475,989,16,61.8125,0.0,Medium Value
CS2476,1676,22,76.18181818181819,0.0,Medium Value
CS2477,969,15,64.6,0.0,Medium Value
CS2478,1164,17,68.47058823529412,0.0,Medium Value
CS2479,747,10,74.7,0.0,Medium Value
CS2480,1296,19,68.21052631578948,0.0,Medium Value
CS2481,906,15,60.4,0.0,Medium Value
CS2482,2098,31,67.6774193548387,0.0,High Value
CS2483,1136,15,75.73333333333333,0.0,Medium Value
CS2484,1142,17,67.17647058823529,0.0,Medium Value
CS2485,1517,21,72.23809523809524,1.0,Medium Value
CS2486,1418,20,70.9,0.0,Medium Value
CS2487,1727,25,69.08,0.0,Medium Value
CS2488,1318,19,69.36842105263158,0.0,Medium Value
CS2489,1228,19,64.63157894736842,1.0,Medium Value
CS2490,1561,22,70.95454545454545,0.0,Medium Value
CS2491,1282,19,67.47368421052632,0.0,Medium Value
CS2492,1211,17,71.23529411764706,0.0,Medium Value
CS2493,1817,28,64.89285714285714,0.0,Medium Value
CS2494,1678,21,79.9047619047619,0.0,Medium Value
CS2495,1067,17,62.76470588235294,0.0,Medium Value
CS2496,1573,23,68.3913043478261,0.0,Medium Value
CS2497,1069,17,62.88235294117647,0.0,Medium Value
CS2498,896,14,64.0,0.0,Medium Value
CS2499,1515,21,72.14285714285714,0.0,Medium Value
CS2500,1103,17,64.88235294117646,0.0,Medium Value
CS2501,1600,23,69.56521739130434,1.0,Medium Value
CS2502,1871,24,77.95833333333333,0.0,Medium Value
CS2503,1001,15,66.73333333333333,0.0,Medium Value
CS2504,927,11,84.27272727272727,0.0,Medium Value
CS2505,1106,16,69.125,0.0,Medium Value
CS2506,1505,20,75.25,0.0,Medium Value
CS2507,1721,23,74.82608695652173,0.0,Medium Value
CS2508,2049,29,70.65517241379311,0.0,High Value
CS2509,981,13,75.46153846153847,0.0,Medium Value
CS2510,1300,20,65.0,1.0,Medium Value
CS2511,1291,18,71.72222222222223,0.0,Medium Value
CS2512,1877,25,75.08,0.0,Medium Value
CS2513,1619,22,73.5909090909091,0.0,Medium Value
CS2514,1405,21,66.9047619047619,0.0,Medium Value
CS2515,1517,22,68.95454545454545,1.0,Medium Value
CS2516,1258,17,74.0,0.0,Medium Value
CS2517,918,15,61.2,0.0,Medium Value
CS2518,1293,21,61.57142857142857,0.0,Medium Value
CS2519,1934,25,77.36,0.0,Medium Value
CS2520,1524,22,69.27272727272727,0.0,Medium Value
CS2521,1401,21,66.71428571428571,0.0,Medium Value
CS2522,1373,19,72.26315789473684,0.0,Medium Value
CS2523,1150,17,67.6470588235294,0.0,Medium Value
CS2524,1164,16,72.75,0.0,Medium Value
CS2525,1435,20,71.75,1.0,Medium Value
CS2526,1014,14,72.42857142857143,0.0,Medium Value
CS2527,1654,23,71.91304347826087,0.0,Medium Value
CS2528,1132,17,66.58823529411765,0.0,Medium Value
CS2529,1564,19,82.3157894736842,0.0,Medium Value
CS2530,1122,19,59.05263157894737,0.0,Medium Value
CS2531,1770,26,68.07692307692308,0.0,Medium Value
CS2532,1106,14,79.0,0.0,Medium Value
CS2533,1609,24,67.04166666666667,0.0,Medium Value
CS2534,1391,19,73.21052631578948,0.0,Medium Value
CS2535,1355,18,75.27777777777777,0.0,Medium Value
CS2536,1886,25,75.44,0.0,Medium Value
CS2537,1095,17,64.41176470588235,0.0,Medium Value
CS2538,1477,22,67.13636363636364,0.0,Medium Value
CS2539,1259,18,69.94444444444444,0.0,Medium Value
CS2540,1352,20,67.6,0.0,Medium Value
CS2541,1968,28,70.28571428571429,1.0,Medium Value
CS2542,1283,17,75.47058823529412,0.0,Medium Value
CS2543,1596,22,72.54545454545455,0.0,Medium Value
CS2544,1490,22,67.72727272727273,0.0,Medium Value
CS2545,1828,24,76.16666666666667,0.0,Medium Value
CS2546,1588,24,66.16666666666667,0.0,Medium Value
CS2547,1342,19,70.63157894736842,0.0,Medium Value
CS2548,1661,24,69.20833333333333,1.0,Medium Value
CS2549,1213,17,71.3529411764706,0.0,Medium Value
CS2550,742,12,61.833333333333336,0.0,Medium Value
CS2551,1670,22,75.9090909090909,1.0,Medium Value
CS2552,1827,27,67.66666666666667,0.0,Medium Value
CS2553,1200,17,70.58823529411765,0.0,Medium Value
CS2554,851,12,70.91666666666667,0.0,Medium Value
CS2555,1146,18,63.666666666666664,0.0,Medium Value
CS2556,1464,19,77.05263157894737,1.0,Medium Value
CS2557,1193,16,74.5625,0.0,Medium Value
CS2558,1305,19,68.6842105263158,1.0,Medium Value
CS2559,774,10,77.4,0.0,Medium Value
CS2560,1012,16,63.25,0.0,Medium Value
CS2561,1237,19,65.10526315789474,0.0,Medium Value
CS2562,999,13,76.84615384615384,0.0,Medium Value
CS2563,1055,17,62.05882352941177,0.0,Medium Value
CS2564,1114,16,69.625,0.0,Medium Value
CS2565,1461,22,66.4090909090909,0.0,Medium Value
CS2566,1243,17,73.11764705882354,0.0,Medium Value
CS2567,1156,17,68.0,0.0,Medium Value
CS2568,1901,28,67.89285714285714,0.0,Medium Value
CS2569,1773,24,73.875,0.0,Medium Value
CS2570,754,10,75.4,0.0,Medium Value
CS2571,1590,21,75.71428571428571,0.0,Medium Value
CS2572,1101,15,73.4,0.0,Medium Value
CS2573,1218,18,67.66666666666667,0.0,Medium Value
CS2574,990,15,66.0,0.0,Medium Value
CS2575,1859,24,77.45833333333333,1.0,Medium Value
CS2576,916,12,76.33333333333333,0.0,Medium Value
CS2577,1303,18,72.38888888888889,0.0,Medium Value
CS2578,1701,25,68.04,1.0,Medium Value
CS2579,2006,30,66.86666666666666,0.0,High Value
CS2580,1187,20,59.35,0.0,Medium Value
CS2581,1075,14,76.78571428571429,0.0,Medium Value
CS2582,1861,29,64.17241379310344,0.0,Medium Value
CS2583,987,15,65.8,0.0,Medium Value
CS2584,1814,25,72.56,0.0,Medium Value
CS2585,1484,21,70.66666666666667,0.0,Medium Value
CS2586,1061,16,66.3125,0.0,Medium Value
CS2587,747,12,62.25,0.0,Medium Value
CS2588,1561,23,67.8695652173913,1.0,Medium Value
CS2589,1442,20,72.1,0.0,Medium Value
CS2590,1437,22,65.31818181818181,0.0,Medium Value
CS2591,1609,22,73.13636363636364,0.0,Medium Value
CS2592,1519,20,75.95,0.0,Medium Value
CS2593,1199,14,85.64285714285714,0.0,Medium Value
CS2594,1420,20,71.0,0.0,Medium Value
CS2595,1516,23,65.91304347826087,1.0,Medium Value
CS2596,923,12,76.91666666666667,0.0,Medium Value
CS2597,1474,21,70.19047619047619,0.0,Medium Value
CS2598,1244,18,69.11111111111111,0.0,Medium Value
CS2599,1974,28,70.5,0.0,Medium Value
CS2600,1768,25,70.72,0.0,Medium Value
CS2601,1840,25,73.6,1.0,Medium Value
CS2602,1484,20,74.2,0.0,Medium Value
CS2603,1206,17,70.94117647058823,1.0,Medium Value
CS2604,1426,22,64.81818181818181,0.0,Medium Value
CS2605,1182,18,65.66666666666667,0.0,Medium Value
CS2606,1211,17,71.23529411764706,0.0,Medium Value
CS2607,783,13,60.23076923076923,0.0,Medium Value
CS2608,993,16,62.0625,0.0,Medium Value
CS2609,1156,15,77.06666666666666,0.0,Medium Value
CS2610,1649,22,74.95454545454545,0.0,Medium Value
